9,General,,,,,,
CODIGO,NOMBRE DEL PRODUCTO,PRECIO,EX.,MARCA,MP,P.SUG.,ROT
90919096-50,RESP. D/VISTA 50CM X 15M.-33,$508.09,52,BIOPRO,10,"$1,016.08",AAA
90199029-70,RESP. D/VISTA 70CM X 15M.-41,$797.96,14,BIOPRO,10,"$1,595.88",AAA
GK01,RESP.1/2 G.SURTIDO (1),$2.90,6994,HOBBY PET,1,$5.80,AAA
GK02,RESP.1 G.SURTIDO (1),$4.06,12310,HOBBY PET,1,$8.12,AAA
Q233,SAL EN BOLSA 250 GR.,$4.70,219,BIOMAA,60,$10.90,AAA
00021,FLAMINGO REEF SAND 6.8 KG(OF),$407.06,1,CARIBSEA,1,$813.59,AAA
00222,CICHLID SAHARA SAND 9.10 KG(OF),$423.49,7,CARIBSEA,1,$846.84,AAA
00930,ARAGAMAX OOLITIE 13.6 KG,$648.17,12,CARIBSEA,1,"$1,296.22",AAA
00793,ARAGALIVE BAHAMAS 9.10 KG,$710.87,31,CARIBSEA,2,"$1,421.70",AAA
00370,PIEDRA BASE BLANCA 18.16 KG,"$2,521.22",10,CARIBSEA,18.16,"$5,042.03",AAA
SAAQ,SAL P/ACUARIO BOLSA 250 GR.,$5.62,55,FERI,50,$11.25,AAA
SAAQ1000,SAL P/ACUARIO BOLSA  1 KG.,$20.77,9,FERI,10,$41.55,AAA
100100519,SAL KENT M.25G.BOLSA,$226.72,50,KENT MARIN,300,$525.95,AAA
100102111,SAL KENT M.200G.CUBETA(OF),"$1,275.54",117,KENT MARIN,36,"$2,958.81",AAA
FL1142,SAL PARA ACUARIOS 300 GR.,$11.55,3,LOMAS,1,$26.79,AAA
80045,ARENA VERDE PECES 2.2 KG.(OF),$72.73,18,NATURES OC,6,$145.21,AAA
80055,ARENA ROJA PECES 2.2 KG.(OF),$82.60,1,NATURES OC,6,$165.16,AAA
80065,ARENA BCA PECES 2.2K(OF),$82.60,1,NATURES OC,6,$165.16,AAA
80075,ARENA CREMA PECES 2.2 KG.(OF),$82.60,12,NATURES OC,6,$165.16,AAA
10501,AUSTRALIANG. ARENA 9K.(OF),$495.89,12,NATURES OC,2,$991.63,AAA
10781,A.VIVA AUSTRALIAN G.9K.(OF),$686.74,10,NATURES OC,2,"$1,373.44",AAA
BP9572,*SIFON SEMI AUT.MED.,$42.79,1654,BIOPRO,100,$85.58,AAA
BP9573,*SIFON SEMI AUT.GDE.,$67.18,676,BIOPRO,70,$134.27,AAA
NB-008,ALIMENTADOR D/CORALES 30CM.,$85.84,860,BIOPRO,300,$171.60,AAA
SF6,"SIFON DE 6"" C/MANGUERA",$49.64,100,CAT,25,$99.29,AAA
SF19,SIFON LIMPIADOR DE 19 PUL.,$57.75,4,CAT,,$115.51,AAA
SF8,"SIFON DE 8"" C/MANGUERA",$44.46,8,PP,60,$88.92,AAA
SF12,"SIFON DE 12"" C/MANGUERA",$50.83,3,PP,,$101.66,AAA
BP-9586,CALENTADOR MINI 30 W,$40.30,425,BIOPRO,100,$80.43,AAA
BP-9584,CALENTADOR MINI 15 W,$51.75,893,BIOPRO,100,$103.38,AAA
BP-9582,CALENTADOR MINI 5 W,$54.49,568,BIOPRO,100,$108.96,AAA
BP-9583,CALENTADOR MINI 10 W,$54.49,1065,BIOPRO,100,$108.96,AAA
BP-9587,CALENTADOR MINI 40 W,$54.49,1215,BIOPRO,100,$108.96,AAA
BP-9585,CALENTADOR MINI 20 W,$54.49,1448,BIOPRO,100,$108.96,AAA
BP-9621,CALENTADOR ECO 50 W,$98.28,1501,BIOPRO,50,$196.48,AAA
BP-9620,CALENTADOR ECO 25 W,$98.28,1579,BIOPRO,50,$196.48,AAA
BP-9623,CALENTADOR ECO 150 W,$103.01,822,BIOPRO,50,$205.92,AAA
BP-9622,CALENTADOR ECO 100 W,$103.01,1720,BIOPRO,50,$205.92,AAA
BP-9624,CALENTADOR ECO 200 W,$105.74,703,BIOPRO,50,$211.49,AAA
BP9625,CALENTADOR ECO 250 W,$109.23,546,BIOPRO,50,$218.36,AAA
BP-9626,CALENTADOR ECO 300 W,$109.23,643,BIOPRO,50,$218.36,AAA
BP-9555,CALENTADOR PREMIUM 250 W,$157.50,743,BIOPRO,50,$314.88,AAA
BP-9552,CALENTADOR PREMIUM 100 W,$162.72,952,BIOPRO,50,$325.39,AAA
BP-9551,CALENTADOR PREMIUM 50 W,$162.72,987,BIOPRO,50,$325.39,AAA
BP-9557,CALENTADOR PREMIUM 25 W,$162.72,1344,BIOPRO,50,$325.39,AAA
BP9553,CALENTADOR PREMIUM 150 W,$176.66,675,BIOPRO,50,$353.28,AAA
BP-9554,CALENTADOR PREMIUM 200 W,$179.39,284,BIOPRO,50,$358.64,AAA
BP-9556,CALENTADOR PREMIUM 300 W,$181.63,525,BIOPRO,50,$363.14,AAA
CY-100BR,CALENTADIR DIG.CONTROL 100 W (OF),$395.37,218,BIOPRO,54,$790.64,AAA
FL8601,TERMOSTATO SUMERGIBLE 25W,$121.60,2,LOMAS,,$243.20,AAA
FL8602,TERMOSTATO SUMERGIBLE 50W,$121.64,4,LOMAS,,$243.29,AAA
FL8605,TERM. SUMERGIBLE 150W.,$133.80,3,LOMAS,,$267.61,AAA
FL8608,TERM. SUMERGIBLE 300W.,$136.18,2,LOMAS,,$272.36,AAA
FL8606,TERM. SUMERGIBLE 200 W.,$136.90,4,LOMAS,,$273.80,AAA
RS100W,CALENTADOR RS ECO. 100 W,$123.16,106,RSELECTRIC,60,$246.24,AAA
RS150W,CALENTADOR RS ECO. 150 W,$125.65,187,RSELECTRIC,60,$251.17,AAA
US1918,CALENTADOR RS ACERO INOX. 75 W,$198.30,112,RSELECTRIC,60,$396.61,AAA
US1920,CALENTADOR RS ACERO INOX. 200 W,$216.97,81,RSELECTRIC,60,$433.93,AAA
US1919,CALENTADOR RS ACERO INOX. 100 W,$216.97,242,RSELECTRIC,60,$433.93,AAA
US1921,CALENTADOR RS ACERO INOX. 300 W,$227.42,35,RSELECTRIC,60,$454.74,AAA
35575,TERM.TITANIUM 200W.(OF),"$1,589.46",10,VIA AQUA,25,"$3,178.89",AA
FL8886,TORTUGUERO EN FORMA DE RIÑÓN (30 CM),$103.35,2,LOMAS,1,$206.71,AAA
FL8887,TORTUGUERO EN FORMA DE RIÑÓN (35 CM),$127.66,3,LOMAS,1,$255.33,AAA
SVR01,VALVULA CROM. SENC. C/REG.,$27.61,407,BIOPRO,150,$55.12,AAA
TL09,VALVULA CROM. 2SAL. C/REG.,$28.11,166,BIOPRO,200,$56.19,AAA
900152,BULKHEAD 1 1/2 PUL.,$143.32,464,BIOPRO,135,$286.57,AAA
HP260,VALVULA CON.FINO(20),$22.27,45,HOBBY PET,1,$44.54,AAA
HP240,VALVULA T BOTE CON 20PZ.,$57.09,21,HOBBY PET,1,$114.19,AAA
HP251,VALVULA T C/REG.(20),$60.05,31,HOBBY PET,1,$120.10,AAA
HP255,VALVULA X BOTE CON 20PZ.,$60.32,339,HOBBY PET,1,$120.64,AAA
HP250,VALVULA CHECK P/AIRE (5),$64.42,505,HOBBY PET,1,$128.85,AAA
59872-BLK,CONECTOR ENS. 1/2 PG.(OF),$23.86,9,LOC LINE,20,$47.19,AA
59865-BLK,"CONEXION R.MACHO 1/2""(OF)",$26.37,35,LOC LINE,50,$52.55,AAA
69545-BLK,"CONECTOR ROSCA MACHO 3/4""(OF)",$31.84,76,LOC LINE,50,$63.49,AA
59868-BLK,CONECTOR (Y) 1/2 PG.(OF),$58.83,40,LOC LINE,20,$117.33,AA
69548-BLK,REDUCTOR DE 3/4 PG. A 1/2 PG.(OF),$71.66,39,LOC LINE,20,$143.28,AA
59871-BLK,BOQUILLA COLA DE PATO 1/2 PG.(OF),$75.64,44,LOC LINE,20,$151.22,AAA
59860-BLK,"MANGUERA FLEX. 1/2"" 14 CM.(OF)",$78.12,90,LOC LINE,60,$156.15,AA
69551-BLK,CONECTOR (Y) P/SIST.3/4 PG.(OF),$98.28,32,LOC LINE,20,$196.48,AA
69547-BLK,BOQUILLA COLA DE PATO 3/4 PG.(OF),$98.28,87,LOC LINE,20,$196.48,AA
69540-BLK,MANGUERA FLEX. 3/4 PG.14CM.(OF),$99.77,78,LOC LINE,55,$199.48,AA
69556-BLK,VALV.3/4P.ENSAMBLE ROSCA MACHO(OF),$199.30,20,LOC LINE,10,$398.54,AA
CR9208,*NECTAR DE COLIBRI 200 GR.,$30.50,11,CARIÑO,50,$61.01,AAA
CR9306,MINERALES DIG. P/AVES 200 GR.,$32.72,44,CARIÑO,50,$75.91,AA
CR9063,AL.P/POSTURA CANARIO 150 GR.,$33.03,29,CARIÑO,60,$66.07,AAA
CR9009,AL.VIT.ZENZONTLE 500 GR.,$33.35,40,CARIÑO,28,$66.70,AAA
CR9049,AL.P/CANTO CANARIO 150 GR.,$34.33,56,CARIÑO,60,$68.67,AAA
CR9032,AL.VITAMINADO P/CANARIO 150 GR.,$34.40,47,CARIÑO,60,$68.81,AAA
CR9254,AL.P/MUDA CANARIO 150 GR.,$37.92,40,CARIÑO,60,$75.84,AAA
CR9056,AL.P/CRIAS CANARIO 150 GR.,$38.30,76,CARIÑO,60,$76.60,AAA
CR9588,REVOLTURA DE CANARIO 450GR.,$43.20,10,CARIÑO,1,$100.22,AAA
CR9087,*PALANQUETA VIT. P/CANARIO 2 PZ.,$46.28,46,CARIÑO,50,$92.56,AAA
CR9094,*PALANQUETA CANTO CANARIO 2 PZ.,$46.28,47,CARIÑO,50,$92.56,AAA
CR9584,P.NINFAS AGAP.Y PERIQ. 100GR.,$47.13,51,CARIÑO,50,$94.26,AAA
CR9445,*PALANQUETA ZENZONTLE 2PZ.,$50.01,54,CARIÑO,50,$100.03,AA
CR9018,AL.VIT.ZENZONTLE 1 K.,$52.39,53,CARIÑO,30,$104.79,AAA
CR9582,PALANQUETA PARA LOROS 150 GR.,$53.90,4,CARIÑO,50,$107.81,AAA
CR9186,AL. P/NINFAS Y AGAPORNIS 750 GR.,$83.54,71,CARIÑO,30,$167.08,AAA
CR9264,AL.P/PERIQUITOS Y FINCHES 750GR.,$85.13,17,CARIÑO,30,$170.26,AAA
CR9293,AL.LOROS Y G.MAYAS 750 GR,$93.83,125,CARIÑO,24,$187.66,AAA
MARV009,AL.PERIQUITOS ESTIMUL.100G.,$29.23,4,MARVELL,1,$58.46,AAA
MARV008,AL.VITAM. PERIQUITOS 100G.,$29.23,8,MARVELL,1,$58.46,AAA
MARV010,AL.P/CRIAS DE PERIQUITOS 100 G,$29.23,27,MARVELL,50,$58.46,AAA
MARV005,COMPLEMENTO CANTO 120 G,$35.00,7,MARVELL,1,$70.01,AAA
MARV001,COMPLEMENTO VITAMINADO 120 G,$36.37,4,MARVELL,1,$72.75,AAA
MARV004,COMPLEM.CAMBIO PLUMA 120G,$36.37,4,MARVELL,1,$72.75,AAA
MARV002,COMPLEMENTO POSTURA  120 G,$36.37,5,MARVELL,1,$72.75,AAA
MARV003,COMPLEMENTO CRÍAS 120 G,$36.37,7,MARVELL,1,$72.75,AAA
MARV006,COMPLEMENTO COLOR ROJO 120 G,$39.44,7,MARVELL,1,$78.88,AAA
MARV007,ALIMENTO LOROS Y GUAC.300G.,$46.23,40,MARVELL,20,$92.47,AAA
MARV011,PALANQUETA CANARIOS 3PZ.,$53.03,5,MARVELL,1,$106.07,AAA
MARV012,PALANQUETA PERIQUITOS 3PZ.,$53.03,21,MARVELL,24,$106.07,AAA
OC002,PASTA AMARILLA 500 GR.,$50.58,14,OCELL,1,$101.15,AAA
OC001,PASTA NATURAL 500 GR.,$50.58,21,OCELL,1,$101.15,AAA
OC005,PASTA ZANAHORIA 500 GR.,$58.07,1,OCELL,1,$116.13,AAA
OC004,PASTA VERDURAS 500 GR.,$58.07,10,OCELL,1,$116.13,AAA
OC003,PASTA FACTOR ROJO 500 GR.,$63.69,10,OCELL,1,$127.39,AAA
OC008,MIX TROPICAL GDE. 500 GR.,$71.18,1,OCELL,1,$142.37,AAA
OC007,MIX TROPICAL CHICO 500 GR.,$71.18,2,OCELL,1,$142.37,AAA
OC006,MIX TROPICAL MINI 500 GR.,$71.18,26,OCELL,1,$142.37,AAA
FL9216,COLIBRIS NECTAR LIQUIDO 500 ML.,$24.32,81,REDKITE,1,$56.42,AAA
FL9215,NECTAR EN POLVO P/COLIBRI 400 GR.,$41.34,2,REDKITE,1,$95.90,AAA
FL4015,MEZCLA AVES SILVESTRES 900G,$43.78,3,REDKITE,1,$101.56,AA
FL4014,ALIMENTO P/PATOS 1 KILO,$51.07,2,REDKITE,,$102.14,AA
FL4011,AL.LORITOS Y NINFAS 500 G.,$54.70,6,REDKITE,,$109.41,AA
FL4012,AL.CANARIOS Y FINCHES 500 G.,$54.70,11,REDKITE,,$109.41,AA
FL4013,MEZCLA P/LOROS Y CACATUAS 500 G.,$54.72,8,REDKITE,,$109.45,AAA
FL4016,ALIMENTO PATOS JUVENIL 1KG,$54.74,3,REDKITE,1,$126.99,AA
FL9218,NECTAR COLIBRIS 1.5 L.,$55.95,58,REDKITE,,$129.80,AAA
FL9222,COLIBRIS NECTAR LIQUIDO 2 LTS,$79.07,1,REDKITE,1,$183.44,AAA
FL9219,COLIBRIS NECTAR LIQUIDO 1 GAL,$138.67,20,REDKITE,1,$321.71,AAA
BB-MSB,BLOCK AVES GUSANOS BOLSA CH.,$23.87,48,ZOO MED,100,$47.19,AAA
BB-VSB,BLOCK AVES VEGETALES BOLSA CH.,$23.87,118,ZOO MED,100,$47.19,AAA
BB-MSE,BLOCK AVES GUSANOS BLISTER CH.,$35.33,5,ZOO MED,36,$70.57,AAA
BB-VLB,BLOCK AVES VEGETALES BOLSA G.,$45.78,112,ZOO MED,36,$91.37,AAA
BB-MLB,BLOCK AVES GUSANOS BOLSA G.,$49.26,25,ZOO MED,36,$98.45,AAA
BB-FLB,BLOCK AVES FRUTAS BOLSA G.,$56.48,9,ZOO MED,36,$112.82,AAA
BB-FLE,BLOCK P/ AVES DE FRUTAS BLISTER G.,$84.59,34,ZOO MED,12,$169.02,AAA
A38-3,CALCIO PARA AVES EN POLVO 90 ML.,$107.49,30,ZOO MED,12,$214.92,AAA
AU521,ALPISTLERO CUADRADO CHICO,$3.67,45,ACUALUZ,1,$7.35,AA
AU037,ALPISTERO CUAD. G. AVES,$6.13,180,ACUALUZ,1,$12.24,AAA
AU024,TINA MEDIA LUNA CH,$6.67,213,ACUALUZ,,$13.34,AAA
AU516,TINA CHICA P/AVES,$7.37,50,ACUALUZ,1,$14.75,AA
AU522,BOTE PARA PERICOS,$9.00,46,ACUALUZ,1,$18.00,AA
AU023,TINA MEDIA LUNA GDE,$9.00,371,ACUALUZ,,$18.00,AAA
AU517,TINA MEDIANA P/AVES,$11.06,41,ACUALUZ,1,$22.13,AA
AU026,TINA OVALADA PLANA,$11.06,78,ACUALUZ,,$22.13,AAA
AU519,TINA VASIJA DE BAÑO P/AVES,$12.29,30,ACUALUZ,1,$24.59,AA
AU518,TINA CHICA CON GANCHO P/AVES,$12.29,39,ACUALUZ,1,$24.59,AA
AU511,COMEDERO DOBLE OPACO P/AVES,$12.29,129,ACUALUZ,1,$24.59,AA
AU019,COMEDERO CHICO PARA AVE,$15.66,23,ACUALUZ,,$31.32,AAA
AU515,COMEDERO PARA GALLO,$15.66,53,ACUALUZ,1,$31.32,AA
AU520,TINA GRANDE P/AVES,$17.22,68,ACUALUZ,1,$34.45,AA
AU512,COMEDERO MEDIANO PARA P/AVES,$17.89,47,ACUALUZ,1,$35.79,AA
AU513,COMEDERO TRIPLE REDONDO P/AVES,$19.00,24,ACUALUZ,1,$38.00,AA
AU017,COMEDERO GRANDE PARA AVE,$20.12,40,ACUALUZ,,$40.25,AAA
AU514,COMEDERO TRIPLE OPACO P/AVES,$20.90,41,ACUALUZ,1,$41.80,AA
AU510,BEBEDERO HONGO PARA P/AVES,$24.09,122,ACUALUZ,1,$48.18,AAA
AU002,BEBEDERO PIR. CRISTAL G.,$25.33,19,ACUALUZ,,$50.66,AAA
AU004,BEBEDERO SOMBRERO,$41.37,9,ACUALUZ,,$82.75,AAA
TK170,*BEBEDERO PAJAROS 2PZ.14X7CM.,$37.57,49,CAGELAND,180,$75.07,AAA
TK045,*BEBEDERO P/PAJAROS 2 PZ.,$50.75,27,CAGELAND,112,$101.45,AAA
FL9236,ALIMENTADOR SEMILLAS P/AVES 360 G.,$107.00,3,FANCY PETS,1,$213.99,AAA
ENA,ENSALADERA 15 X 9 X 3 CM.,$11.29,4,FERI,1,$22.59,AAA
LECHA,RECIPIENTE PARA LECHUGA,$17.22,5,FERI,1,$34.45,AAA
JI014,JUEGO DE CASCADAS,$36.85,13,JIGAE,,$73.70,AA
JI013,COMEDERO CAPILLA,$43.83,15,JIGAE,,$87.64,AA
0632,COMEDERO/BEBEDERO AVES 1 LTO.(OF),$187.76,26,LIXIT,6,$375.16,AAA
FL7137,TAZA PARA JAULA 10 OZ,$46.21,12,LOMAS,,$92.42,AAA
FL9237,ALIMENTADOR SEMILLAS 600 GRS,$139.89,10,LOMAS,,$279.79,AAA
FL9234,ALIM.TRANS. COLIBRIS 470 ML,$164.22,5,LOMAS,,$328.44,AAA
FL9232,ALIMENTADOR COLIBRIS 940ML,$193.41,4,LOMAS,,$386.83,AAA
FL9238,ALIMENTADOR COLIBRIS  590 ML.,$229.92,3,LOMAS,,$459.84,AAA
FL9231,ALIMENTADOR COLIBRIS V.590 ML,$351.43,3,LOMAS,,$702.86,AAA
AP008,BASE UNIVERSAL P/BEBEDERO,$23.11,8,MARVELL,1,$46.23,AAA
AP001,BEBEDERO HONGO AVES,$23.79,13,MARVELL,1,$47.58,AAA
AP003,BEBEDERO TUBO DE LUJO,$23.79,24,MARVELL,1,$47.58,AAA
AP004,BEBEDERO PIRAMIDE,$24.47,14,MARVELL,1,$48.95,AAA
AP034,BEBEDERO LARGO DE LUJO,$25.83,2,MARVELL,1,$51.66,AAA
AP009,BEBEDERO SOMBRERO 13 CM.,$27.19,9,MARVELL,1,$54.38,AAA
AP011,BEBEDERO COMEDERO 13.5CM.,$30.58,4,MARVELL,1,$61.17,AAA
AP010,BEBEDERO PLASTICO VASO,$36.71,14,MARVELL,1,$73.42,AAA
GPBCFR,*BEBEDERO COLIBRI FRESA,$119.65,48,PP,30,$239.30,AAA
FL9233,ALIM.ROJO COLIBRIS 470 ML,$139.82,3,REDKITE,1,$279.65,AAA
B19,JAULA AVES CUBO 30X23X39CM.,$153.27,2,CAGELAND,12,$306.52,AAA
B10,JAULA AVES COLONIAL 30X23X29CM.,$159.24,268,CAGELAND,12,$318.31,AAA
D309,JAULA P/AVES RED.CH.28X38 CM.,$178.15,10,CAGELAND,10,$356.28,AAA
D-5A112,JAULA MED. P/AVES (COLONIAL),$243.34,186,CAGELAND,10,$486.48,AAA
315A,JAULA REDONDA GDE. P/AVES,$304.80,376,CAGELAND,10,$609.60,AAA
D6A216,JAULA MED. P/AVES (2 AGUAS),$335.16,96,CAGELAND,10,$670.31,AAA
WYB11,JAULA GDE. AVES 33X70CM.(D308),$363.27,112,CAGELAND,10,$726.51,AAA
420,JAULA PARA AVES Y MASCOTAS MED.,$659.37,215,CAGELAND,6,"$1,318.74",AAA
422,JAULA AVES Y M. C/DIV.,$673.55,173,CAGELAND,6,"$1,347.06",AAA
A812,JAULA GDE. P/AVES (4 AGUAS),$747.70,69,CAGELAND,4,"$1,495.27",AAA
2918,JAULA PERICOS TERRAZA(OF),"$3,273.97",82,CAGELAND,1,"$6,547.82",AAA
MARV801,BIOBACTER DESINF. 250 ML,$85.00,1,MARVELL,1,$197.20,AAA
MARV609,VITAMINAS ORNAVIT 20G,$101.99,2,MARVELL,1,$236.61,AAA
MARV611,PROBIOTICO BIOPRO B 20 G.,$102.00,3,MARVELL,1,$236.64,AAA
MARV602,DESPARASITANTE TOPICO 20 ML,$122.52,27,MARVELL,40,$284.24,AAA
MARV603,ANTIMICROBIANO NAFLOXIN 30 ML,$123.24,3,MARVELL,1,$285.91,AAA
MARV604,ANTIMICROBIANO NAFLOXIN L 30 ML,$127.49,3,MARVELL,1,$295.77,AAA
MARV605,PRIMAXOL VIAS RESP.20 ML,$127.50,1,MARVELL,1,$295.80,AAA
MARV601,DESPARASITANTE ORAL 20 ML,$127.50,47,MARVELL,40,$295.80,AAA
TK175,CASITA VENTANA CH. AVES,$33.59,258,CAGELAND,100,$67.13,AAA
TK050,NIDO DE PLASTICO C/JAULA,$41.05,200,CAGELAND,100,$81.93,AAA
OK008,NIDO PARA AVES 11X15X18 CM.,$41.80,96,CAGELAND,132,$83.44,AAA
CR9230,INSECTICIDA P/CORUCOS 15 GR.,$25.56,20,CARIÑO,20,$59.29,AAA
CR9200,*MATERIAL ORG. P/NIDOS 20 GR.,$33.02,73,CARIÑO,70,$76.60,AA
CR9414,MAT.BIOD.P/AVES Y ROEDORES 1KG.,$94.40,15,CARIÑO,1,$219.00,AAA
JI012,NIDO PRIMAVERA DE PLASTICO,$11.95,20,JIGAE,,$23.89,AAA
JI010,PELO PARA NIDO 10 GR.,$38.85,7,JIGAE,,$77.69,AA
0610,*MATERIAL P/NIDOS(OF),$47.75,37,LIXIT,72,$95.02,AA
AP022,NIDO PLASTICO CANARIO,$10.86,49,MARVELL,25,$21.73,AAA
AP020,LECHUGUERO 8 CM.,$12.23,3,MARVELL,1,$24.47,AAA
AV007,FORRO TELA CANARIO,$16.99,65,MARVELL,50,$33.98,AAA
AV005,FORRO IXTLE CANARIO,$17.00,33,MARVELL,1,$39.44,AAA
AV003,NIDO ALAMBRE CANARIO,$34.41,13,MARVELL,12,$68.83,AAA
AV008,NIDO DE IXTLE P/FINCHE,$40.42,7,MARVELL,1,$80.85,AAA
AV009,NIDO MADERA CANARIO 12X13CM.,$81.59,1,MARVELL,1,$163.18,AAA
AV010,NIDO AGAPORNI 18X24X18CM.,$235.00,4,MARVELL,1,$470.00,AAA
AV011,NIDO MADERA NINFA 16X18CM.,$242.34,3,MARVELL,1,$484.69,AAA
AV012,NIDO COTORRAS 24X36X24CM.,$257.03,5,MARVELL,1,$514.06,AAA
MP8976,QUIOTE NIDO P/PERIQUITOS,$25.30,269,MYPET,1,$50.59,AAA
COLUA,COLUMPIO 11 X 11 CM.,$4.24,23,FERI,1,$8.49,AAA
JI011,COLUMPIO DE LUJO 30 X 13 CM.,$7.96,58,JIGAE,,$15.91,AAA
D263S,*JUG.P/PAJAROS ESCALERA CH.,$37.07,269,MYPET,1,$74.00,AAA
D263M,*JUG.P/PAJAROS ESCALERA M.,$80.86,141,MYPET,1,$161.73,AAA
D331S,*JUG. PAJAROS CUERDAS/MADERA CH.,$80.86,288,MYPET,1,$161.73,AAA
D331M,*JUG. PAJAROS CUERDAS/MADERA M.,$117.94,187,MYPET,1,$235.73,AAA
D263L,*JUG.P/PAJAROS ESCALERA G.,$125.40,312,MYPET,1,$250.75,AAA
D331L,*JUG. PAJAROS CUERDAS/MADERA G.,$162.47,318,MYPET,1,$324.75,AAA
CR9583,COMPLEMENTO MINERAL  200 GR.,$31.77,52,CARIÑO,60,$73.70,AAA
CR9586,MINERALES DIGESTIBLES 5KG.,$172.72,3,CARIÑO,1,$400.71,AAA
JI018,TONICO ANTIDIARREICO,$48.81,4,JIGAE,,$97.62,AA
JI016,ESTIMULANTE REP.CANARIO,$55.21,12,JIGAE,,$110.43,AA
MARV028,TONICO POSTURA 40 ML,$30.60,88,MARVELL,50,$70.99,AAA
MARV025,TONICO CANTO 40 ML,$30.60,94,MARVELL,50,$70.99,AAA
MARV026,TONICO ROJO EXPEC.40ML.,$32.98,5,MARVELL,1,$76.51,AAA
MARV022,MULTIVITAMINICO 60 ML,$34.00,178,MARVELL,50,$78.88,AAA
MARV606,INSECTICIDA POLVO NAT.20G.,$36.04,63,MARVELL,40,$83.61,AAA
MM300,MULTIVIT. P/AVES 30 ML.,$22.40,1,MEDICAL CO,1,$51.96,AAA
MM340,TONICO P/CRIAS 30 ML.,$22.40,4,MEDICAL CO,1,$51.96,AA
MM325,ESTIMULANTE DEL APETITO 30 ML.,$22.40,6,MEDICAL CO,1,$51.96,AA
MM335,REVITALIZADOR P/CANTO 30 ML.,$22.40,10,MEDICAL CO,1,$51.96,AAA
MM315,TONICO P/POSTURA 30 ML.,$22.40,13,MEDICAL CO,1,$51.96,AAA
MM305,ANTIDIARREICO P/AVES 30 ML.,$72.23,5,MEDICAL CO,1,$167.57,AA
MM345,TRAT. CORUCOS Y BICHOS 75ML,$134.07,1,MEDICAL CO,1,$268.14,AA
QS228,CALCIO LIQUIDO AVES 55 ML.,$19.24,16,QUALITY,1,$38.48,AAA
QS267,VITAMINA C LIQ. AVES 55 ML.,$21.80,74,QUALITY,1,$43.61,AAA
QS261,TONICO PARA EL CATARRO 55 ML.,$23.73,5,QUALITY,1,$47.46,AAA
QS237,TONICO PARA EL CANTO 55 ML.,$23.73,10,QUALITY,1,$47.46,AAA
QS255,POLIVITAMINICO Y COLOR AVES 55 ML.,$23.73,17,QUALITY,1,$47.46,AAA
QS221,AVEPACK  BOLSA C/9 DE 55 ML.,$192.51,40,QUALITY,1,$385.02,AAA
WAT572,ALIMENTO HURON FERRET DIET 1 KG.,$103.35,1,WARDLEY,1,$206.71,AAA
AU080,ARENERO P/GATOS 45X33X10 CM.,$135.33,43,ACUALUZ,,$270.67,AAA
G501,ARENA PARA GATOS 3 KG.,$23.51,944,BIOMAA,330,$47.02,AAA
CR9600,ARENA P/GATOS COSTAL 20 KG.,$433.60,3,CARIÑO,1,"$1,005.95",AAA
FL3920,PALA PARA ARENERO MEDIANA,$25.54,21,FANCY PETS,1,$51.08,AAA
MP070801,ARENERO C/TAPA Y PUERTA.,$395.18,3,LOMAS,,$790.37,AAA
LU005,ARENA SUPER PREMIUM P/GATOS 3 KG,$32.34,20,LUNABENTO,1,$64.68,AAA
0508-2,PALA ARENERA P/GATOS 27 X 11 CM.,$21.39,958,MYPET,360,$42.68,AAA
95016,*PALA ARENERA P/GATOS MED.,$24.38,776,MYPET,400,$48.69,AAA
95017,*PALA ARENERA P/GATOS GDE.,$30.35,1307,MYPET,150,$60.70,AAA
7666,ARENERO BASIC 37X28X16 CM.,$122.75,1,SEVENPET,1,$245.50,AAA
10170,ARENERO C/PALA 50X41X39 CM.,$503.92,5,SEVENPET,1,"$1,007.85",AAA
FL3946,VITALITY YOUNG P/GATOS 60 TAB,$188.48,2,FANCY PETS,1,$376.95,AAA
FL3945,MOBILITY SENIOR P/GATOS 60 TAB,$224.95,1,FANCY PETS,1,$449.91,AAA
FL8303,TIJERA CORTAUÑAS GDE P/GATO,$102.14,4,FANCY PETS,1,$204.27,AAA
FL8744,JUG.GATO CILI. C/LIENZOS 4 CM,$18.24,3,FANCY PET,1,$36.49,AAA
FL8746,JUGUETE  RATON BOLA 4 CM,$18.23,2,FANCY PETS,1,$36.47,AAA
FL8743,JUGUETE C/PLUMAS 8CM.,$18.23,3,FANCY PETS,1,$36.47,AAA
FL8747,JUGUETE  RATON CON PLUMAS 7 CM,$18.23,3,FANCY PETS,1,$36.47,AAA
FL8745,JUGUETE  CILINDRO CON PLUMAS 5 CM,$18.23,8,FANCY PETS,1,$36.47,AAA
FL8748,JUGUETE RATON PELUCHE 7CM.,$18.24,4,FANCY PETS,1,$36.49,AAA
FL8742,JUGUETE PELOTA CON PLUMAS 4 CM,$18.24,5,FANCY PETS,1,$36.49,AAA
FL8492,RASCADOR P/GATO 41CM,$229.83,3,FANCY PETS,1,$459.66,AAA
FL8700,CAJA DE JUGUETES P/GATO 48PZ,$424.38,3,FANCY PETS,1,$848.77,AAA
FL8450,POSTE RASCADOR 55 CM,$431.69,4,FANCY PETS,1,$863.38,AA
